"SampleID","Basis1","Basis2","Basis3","Basis4","Basis5","Basis6","Basis7","Basis8","Basis9"
"TCGA-08-0509",-0.472137118436094,0.211432463519861,-0.375354344563977,0.220415550984342,0.0804900476304778,-0.15031272949251,0.0233061818468375,0.155960158440358,-0.315971724219158
"TCGA-08-0510",-0.684817596953143,0.178047157623553,-0.221463705891879,0.248881182061094,-0.242302715152798,0.301872348255963,-0.394762394755722,0.49970437789036,-0.551245429719874
"TCGA-08-0511",-0.659102822392685,0.33248049840341,-0.467549526059756,0.542223701739214,-0.614059555641686,0.631211227105115,-0.607574409186861,0.464656696140309,-0.467912254691505
"TCGA-08-0512",-0.717881233868109,0.521565732955824,-0.824932603330575,0.89300214145096,-0.638328387025666,0.560559219835261,-0.545712779708889,0.614468917044019,-0.57414863905748
"TCGA-08-0518",-1.06799027446535,0.82440353902192,-0.897683568232298,0.958789014384467,-1.40290541207866,1.75881847177315,-1.23858600130629,1.04046682908727,-0.742876176044222
"TCGA-08-0520",-0.460379462348064,0.0183090532115705,-0.0626326866106994,0.141899085519089,-0.39695832298598,0.51734609098431,-0.630810263350029,0.596726721909837,-0.52220692124426
"TCGA-08-0521",-0.529249921520516,0.182526291062387,-0.334224888245833,0.298001887567521,-0.275194573679241,0.344206039211122,-0.393076671578106,0.448408913545937,-0.56578752026775
"TCGA-08-0522",-0.757052154517317,0.295140825220671,-0.349310425292919,0.18118951947566,-0.230624776714673,0.332978878695623,-0.511469979508552,0.61400574388308,-0.572531886782225
"TCGA-08-0524",-0.705280664422729,0.0874525766601276,-0.112368087309619,0.109550663897797,-0.264890407709863,0.543036228715114,-0.621537588276016,0.421750681462193,-0.437227444969047
"TCGA-08-0529",-0.578991460264162,0.323371461869054,-0.36066578753114,0.240799455736818,-0.228978516392023,0.317433807819624,-0.397109313825793,0.517803387852343,-0.575555224597858
